area_type,size,bath,balcony,price,total_sqft
Built-up  Area,2 BHK,2.0,1.0,55.0,1133
Built-up  Area,4 BHK,3.0,3.0,140.0,2400
Super built-up  Area,2 BHK,2.0,2.0,69.0,1280
Super built-up  Area,3 BHK,3.0,2.0,65.0,1250
Super built-up  Area,3 BHK,2.0,2.0,49.3,1565
Super built-up  Area,3 BHK,3.0,0.0,65.0,1900
Built-up  Area,2 BHK,2.0,2.0,45.0,1080
Super built-up  Area,1 BHK,1.0,0.0,47.0,600
Plot  Area,3 Bedroom,4.0,1.0,180.0,1240
Built-up  Area,3 BHK,2.0,1.0,87.0,1335
Super built-up  Area,2 BHK,2.0,1.0,67.3,1246
Super built-up  Area,3 BHK,,,237.5,3103 - 3890
Super built-up  Area,3 BHK,3.0,1.0,55.0,1385
Super built-up  Area,3 BHK,3.0,1.0,73.9,1578
Super built-up  Area,2 BHK,2.0,2.0,46.0,1140
Super built-up  Area,3 BHK,3.0,1.0,79.9,1700
Plot  Area,4 Bedroom,4.0,0.0,90.0,1050
Built-up  Area,2 BHK,2.0,1.0,70.0,1120
Super built-up  Area,1 BHK,1.0,1.0,22.0,435
Super built-up  Area,2 BHK,2.0,1.0,51.89,1116
Super built-up  Area,3 BHK,3.0,2.0,95.0,1480
Built-up  Area,2 BHK,2.0,2.0,50.0,1000
Super built-up  Area,2 BHK,2.0,2.0,46.0,1145
Super built-up  Area,2 BHK,1.0,1.0,32.0,800
Super built-up  Area,2 BHK,2.0,1.0,83.0,1265
Super built-up  Area,3 BHK,3.0,0.0,88.2,1450 - 1950
Super built-up  Area,2 BHK,2.0,1.0,70.0,1475
Super built-up  Area,2 BHK,2.0,2.0,55.0,1265
Built-up  Area,2 Bedroom,2.0,0.0,58.0,1200
Super built-up  Area,3 BHK,3.0,2.0,210.0,2180
Super built-up  Area,2 BHK,2.0,3.0,50.0,1080
Super built-up  Area,3 BHK,4.0,2.0,130.0,2023
Super built-up  Area,2 BHK,2.0,3.0,125.0,2400
Super built-up  Area,3 BHK,2.0,2.0,66.0,1545
Super built-up  Area,3 BHK,3.0,2.0,166.0,1804
Plot  Area,2 Bedroom,2.0,1.0,200.0,1200
Super built-up  Area,3 BHK,2.0,,58.0,1350
Super built-up  Area,2 BHK,2.0,1.0,74.23,1108
Super built-up  Area,3 BHK,3.0,2.0,115.0,1730
Super built-up  Area,3 BHK,2.0,3.0,70.0,1427
Super built-up  Area,2 BHK,2.0,1.0,35.53,935
Super built-up  Area,2 BHK,2.0,2.0,31.77,1073
Built-up  Area,2 BHK,2.0,3.0,37.0,960
Super built-up  Area,3 BHK,4.0,2.0,150.0,2215
Built-up  Area,2 BHK,2.0,1.0,32.49,1125
Built-up  Area,2 BHK,2.0,3.0,55.0,1230
Super built-up  Area,2 BHK,2.0,,89.0,1438
Super built-up  Area,2 BHK,2.0,2.0,75.0,1080
Plot  Area,3 Bedroom,3.0,,125.0,1200
Plot  Area,2 Bedroom,1.0,1.0,103.0,1200
Super built-up  Area,3 BHK,3.0,2.0,58.0,1590
Super built-up  Area,3 BHK,3.0,2.0,68.0,1350
Super built-up  Area,3 BHK,2.0,2.0,48.0,1400
Super built-up  Area,3 BHK,2.0,3.0,72.0,1560
Built-up  Area,4 BHK,3.0,2.0,57.0,1810
Super built-up  Area,3 BHK,4.0,1.0,160.0,2274.24
Super built-up  Area,3 BHK,3.0,1.0,74.18,1484
Built-up  Area,3 BHK,3.0,3.0,220.0,1650
Super built-up  Area,3 BHK,2.0,2.0,55.0,1455
Super built-up  Area,3 BHK,4.0,2.0,184.0,2280
Super built-up  Area,5 BHK,5.0,,980.0,4900
Built-up  Area,3 BHK,3.0,3.0,220.0,2079
Super built-up  Area,2 BHK,2.0,2.0,74.0,1351
Super built-up  Area,3 BHK,2.0,2.0,42.81,1223
Super built-up  Area,3 BHK,2.0,1.0,61.0,1430
Built-up  Area,4 Bedroom,5.0,0.0,400.0,3589
Super built-up  Area,3 BHK,2.0,2.0,37.83,1310
Plot  Area,4 Bedroom,4.0,1.0,300.0,1800
Plot  Area,4 Bedroom,4.0,2.0,175.0,1120
Super built-up  Area,2 BHK,2.0,1.0,55.0,984
Built-up  Area,3 BHK,3.0,3.0,100.0,1770
Plot  Area,2 Bedroom,3.0,1.0,105.0,900
Plot  Area,5 Bedroom,5.0,1.0,120.0,1350
Super built-up  Area,2 BHK,2.0,1.0,75.97,1447
Built-up  Area,2 Bedroom,2.0,1.0,60.0,1140
Super built-up  Area,2 BHK,2.0,3.0,34.0,1170
Super built-up  Area,2 BHK,2.0,2.0,46.39,1160
Super built-up  Area,2 BHK,2.0,1.0,89.0,1296
Built-up  Area,3 BHK,3.0,2.0,80.0,1570
Super built-up  Area,3 BHK,2.0,2.0,65.0,1495
Super built-up  Area,3 BHK,2.0,2.0,67.0,1530
Plot  Area,5 Bedroom,4.0,0.0,140.0,900
Super built-up  Area,3 BHK,3.0,1.0,70.0,1800
Super built-up  Area,2 BHK,2.0,2.0,48.0,1088
Super built-up  Area,3 BHK,3.0,1.0,98.18,1533
Super built-up  Area,2 BHK,2.0,1.0,68.0,1100
Built-up  Area,3 BHK,3.0,3.0,90.0,1540
Super built-up  Area,2 BHK,3.0,,48.0,1244
Super built-up  Area,2 BHK,2.0,1.0,68.59,1040
Built-up  Area,6 BHK,6.0,2.0,101.0,1034
Super built-up  Area,2 BHK,2.0,1.0,39.69,1260
Super built-up  Area,2 BHK,2.0,1.0,41.3,1180
Super built-up  Area,2 BHK,2.0,2.0,100.0,1245
Super built-up  Area,3 BHK,3.0,0.0,75.0,1350
Super built-up  Area,3 BHK,3.0,2.0,56.0,1464
Super built-up  Area,1 BHK,2.0,1.0,10.0,470
Super built-up  Area,2 BHK,2.0,2.0,60.0,920
Built-up  Area,6 Bedroom,7.0,0.0,160.0,2300
Super built-up  Area,2 BHK,2.0,1.0,30.35,1124
Super built-up  Area,4 BHK,3.0,1.0,109.0,2095
Super built-up  Area,2 BHK,2.0,1.0,71.42,1100
Super built-up  Area,2 BHK,2.0,1.0,58.0,1019
Super built-up  Area,3 BHK,3.0,2.0,128.0,1756
Super built-up  Area,3 BHK,3.0,1.0,50.0,1280
Plot  Area,4 Bedroom,3.0,2.0,125.0,1200
Super built-up  Area,3 BHK,3.0,2.0,150.0,1700
Super built-up  Area,3 BHK,4.0,2.0,118.0,2134
Super built-up  Area,2 BHK,2.0,1.0,98.0,1369.1
Plot  Area,3 Bedroom,3.0,1.0,69.0,600
Plot  Area,3 Bedroom,4.0,,150.0,1313
Super built-up  Area,3 BHK,4.0,3.0,155.0,2515
Super built-up  Area,3 BHK,4.0,2.0,154.0,2215
Super built-up  Area,3 BHK,3.0,2.0,72.0,1440
Super built-up  Area,3 BHK,2.0,2.0,55.33,1186
Super built-up  Area,3 BHK,2.0,2.0,47.24,1350
Super built-up  Area,3 BHK,3.0,2.0,140.0,1800
Built-up  Area,3 BHK,3.0,3.0,79.0,1600
Built-up  Area,2 BHK,2.0,1.0,35.0,1000
Super built-up  Area,3 BHK,3.0,3.0,285.0,2275
Super built-up  Area,3 BHK,2.0,1.0,59.0,1305
Super built-up  Area,3 BHK,3.0,1.0,150.0,1740
Built-up  Area,2 BHK,2.0,1.0,90.0,900
Built-up  Area,2 BHK,3.0,0.0,140.0,1567
Super built-up  Area,3 BHK,2.0,1.0,45.5,1082
Built-up  Area,2 BHK,2.0,1.0,80.0,1050
Super built-up  Area,2 BHK,2.0,1.0,56.0,1200
Built-up  Area,3 Bedroom,4.0,2.0,185.0,3500
Super built-up  Area,2 BHK,2.0,2.0,52.0,1220
Super built-up  Area,3 BHK,3.0,2.0,164.0,1970
Super built-up  Area,3 BHK,3.0,1.0,350.0,2665
Built-up  Area,4 BHK,4.0,0.0,120.0,2130
Super built-up  Area,3 BHK,3.0,2.0,120.0,1749
Super built-up  Area,2 BHK,2.0,1.0,108.0,1260
Super built-up  Area,3 BHK,2.0,1.0,48.0,1100Sq. Meter
Super built-up  Area,2 BHK,2.0,2.0,120.0,1170
Super built-up  Area,3 BHK,3.0,2.0,75.0,1670
Super built-up  Area,3 BHK,3.0,2.0,168.0,2264
Super built-up  Area,4 BHK,5.0,,450.0,3500
Super built-up  Area,2 BHK,2.0,2.0,55.0,1100
Super built-up  Area,2 BHK,1.0,1.0,19.9,674
Super built-up  Area,2 BHK,2.0,1.0,160.0,1320
Plot  Area,4 Bedroom,4.0,2.0,85.0,600
Super built-up  Area,2 BHK,2.0,2.0,65.0,1125
Super built-up  Area,2 BHK,2.0,2.0,44.5,1125
Super built-up  Area,2 BHK,2.0,1.0,29.0,700
Built-up  Area,3 BHK,2.0,1.0,75.0,1300
Super built-up  Area,3 BHK,3.0,2.0,83.0,1600
Super built-up  Area,3 BHK,2.0,1.0,60.0,1052
Super built-up  Area,4 BHK,3.0,1.0,145.0,1140
Super built-up  Area,2 BHK,2.0,2.0,36.0,1130
Plot  Area,4 Bedroom,3.0,2.0,225.0,1140
Super built-up  Area,3 BHK,3.0,3.0,220.0,2200
Built-up  Area,3 BHK,2.0,1.0,63.0,1500
Super built-up  Area,3 BHK,3.0,1.0,47.25,1350
Super built-up  Area,3 BHK,2.0,2.0,52.0,1230
Super built-up  Area,3 BHK,2.0,2.0,85.0,1520
Super built-up  Area,1 BHK,1.0,1.0,26.25,525
Super built-up  Area,2 BHK,2.0,1.0,61.0,1040
Built-up  Area,3 BHK,2.0,1.0,67.0,1300
Super built-up  Area,4 BHK,4.0,3.0,201.0,2690
Super built-up  Area,1 BHK,1.0,1.0,70.0,780
Super built-up  Area,2 BHK,2.0,1.0,51.2,1140
Super built-up  Area,3 BHK,3.0,1.0,33.08,1225
Built-up  Area,1 BHK,1.0,0.0,25.84,646
Super built-up  Area,3 BHK,3.0,1.0,150.0,1600
Super built-up  Area,3 BHK,4.0,3.0,125.0,1890
Built-up  Area,2 BHK,2.0,1.0,34.0,1050
Plot  Area,6 Bedroom,4.0,2.0,100.0,1200
Super built-up  Area,3 BHK,2.0,2.0,62.0,1458
Plot  Area,5 Bedroom,6.0,0.0,86.0,1200
Super built-up  Area,3 BHK,3.0,2.0,160.0,1970
Plot  Area,3 Bedroom,4.0,0.0,80.0,1808
Built-up  Area,2 BHK,2.0,1.0,67.0,1007
Super built-up  Area,2 BHK,2.0,1.0,50.0,1105
Super built-up  Area,3 BHK,3.0,3.0,150.0,1700
Super built-up  Area,2 BHK,2.0,3.0,50.0,1170
Built-up  Area,2 BHK,2.0,3.0,45.0,1080
Super built-up  Area,3 BHK,2.0,1.0,62.0,1150
Super built-up  Area,2 BHK,2.0,1.0,57.9,1200
Super built-up  Area,2 BHK,2.0,1.0,54.0,1200
Super built-up  Area,3 BHK,3.0,2.0,75.0,1656
Plot  Area,4 Bedroom,4.0,2.0,87.0,600
Super built-up  Area,2 BHK,2.0,2.0,50.0,1040
Super built-up  Area,2 BHK,2.0,2.0,33.7,1085
Super built-up  Area,3 BHK,2.0,2.0,49.75,1215
Built-up  Area,4 Bedroom,4.0,2.0,115.0,2150
Plot  Area,4 Bedroom,4.0,1.0,120.0,1100
Super built-up  Area,2 BHK,2.0,1.0,77.0,1210
Built-up  Area,2 BHK,2.0,1.0,55.0,1050
Plot  Area,3 Bedroom,3.0,1.0,70.0,600
Super built-up  Area,3 BHK,3.0,2.0,150.0,1920
Super built-up  Area,3 BHK,2.0,1.0,50.0,1250
Super built-up  Area,2 BHK,2.0,1.0,80.0,947.55
Built-up  Area,2 BHK,2.0,1.0,90.0,1421
Plot  Area,6 Bedroom,4.0,2.0,155.0,1050
Super built-up  Area,3 BHK,2.0,2.0,74.31,1425
Super built-up  Area,2 BHK,2.0,1.0,58.0,1162
Super built-up  Area,1 BHK,1.0,1.0,60.0,905
Super built-up  Area,2 BHK,2.0,1.0,32.0,914
Built-up  Area,2 BHK,2.0,0.0,58.0,1258
Plot  Area,4 Bedroom,4.0,2.0,220.0,1100
Plot  Area,4 Bedroom,4.0,1.0,289.0,3500
Plot  Area,7 Bedroom,6.0,,450.0,2400
Built-up  Area,4 Bedroom,4.0,,800.0,4200
Super built-up  Area,3 BHK,2.0,3.0,70.0,1537
Super built-up  Area,3 BHK,2.0,2.0,53.51,1230
Plot  Area,6 Bedroom,5.0,2.0,300.0,2400
Super built-up  Area,3 BHK,3.0,1.0,200.0,2250
Plot  Area,4 Bedroom,4.0,1.0,69.0,2000
Super built-up  Area,8 BHK,4.0,3.0,130.0,3000
Built-up  Area,4 Bedroom,4.0,0.0,325.0,2600
Built-up  Area,4 Bedroom,3.0,2.0,250.0,3200
Built-up  Area,2 BHK,2.0,0.0,32.0,950
Super built-up  Area,4 BHK,4.0,,200.0,4000
Super built-up  Area,3 BHK,2.0,1.0,48.72,1282
Built-up  Area,2 BHK,2.0,0.0,111.0,1304
Super built-up  Area,3 BHK,3.0,2.0,200.0,2100
Built-up  Area,3 BHK,2.0,2.0,49.0,1220
Super built-up  Area,3 BHK,3.0,2.0,85.0,1636
Built-up  Area,3 BHK,3.0,1.0,65.0,1415
Plot  Area,3 Bedroom,3.0,1.0,217.0,15Acres
Super built-up  Area,3 BHK,3.0,2.0,125.0,1728
Super built-up  Area,3 BHK,3.0,3.0,125.0,1680
Super built-up  Area,2 BHK,2.0,1.0,140.0,1235
Plot  Area,4 Bedroom,2.0,1.0,115.0,900
Built-up  Area,4 Bedroom,4.0,1.0,260.0,3990
Built-up  Area,2 BHK,2.0,2.0,83.0,1495
Plot  Area,5 Bedroom,5.0,1.0,175.0,1500
Super built-up  Area,3 BHK,3.0,3.0,138.0,2501
Carpet  Area,1 BHK,1.0,0.0,28.0,381
Super built-up  Area,4 BHK,5.0,2.0,570.0,3301.8
Super built-up  Area,3 BHK,3.0,2.0,120.0,2002
Built-up  Area,3 Bedroom,3.0,0.0,260.0,3200
Plot  Area,2 Bedroom,2.0,2.0,70.0,1200
Plot  Area,4 Bedroom,3.0,0.0,235.0,1500
Plot  Area,3 Bedroom,3.0,,90.0,1942
Super built-up  Area,3 BHK,,,60.75,1450 - 1595
Built-up  Area,1 Bedroom,1.0,0.0,95.0,660
Plot  Area,4 Bedroom,6.0,2.0,170.0,1200
Built-up  Area,3 BHK,3.0,2.0,90.0,1450
Super built-up  Area,2 BHK,2.0,1.0,50.0,1039
Super built-up  Area,2 BHK,2.0,1.0,80.0,1210
Super built-up  Area,2 BHK,1.0,1.0,24.88,995
Built-up  Area,3 BHK,3.0,2.0,90.0,1620
Built-up  Area,3 Bedroom,4.0,3.0,395.0,3204
Built-up  Area,3 BHK,3.0,3.0,260.0,3408
Built-up  Area,2 BHK,2.0,3.0,55.0,1314
Super built-up  Area,2 BHK,2.0,1.0,33.0,945
Built-up  Area,3 BHK,3.0,2.0,72.0,1374
Built-up  Area,3 BHK,3.0,3.0,113.0,1603
Built-up  Area,3 BHK,2.0,2.0,52.0,1230
Super built-up  Area,1 RK,1.0,1.0,50.0,670
Super built-up  Area,4 BHK,3.0,2.0,105.0,1864
Built-up  Area,3 Bedroom,3.0,2.0,100.0,2500
Super built-up  Area,3 BHK,2.0,2.0,54.0,1625
Super built-up  Area,2 BHK,2.0,3.0,55.0,1186
Plot  Area,8 Bedroom,7.0,2.0,382.0,1500
Super built-up  Area,2 BHK,1.0,1.0,39.9,770
Super built-up  Area,2 BHK,2.0,1.0,45.0,1085
Super built-up  Area,4 BHK,6.0,2.0,480.0,3754
Super built-up  Area,3 BHK,3.0,2.0,115.0,1893
Plot  Area,4 Bedroom,3.0,2.0,65.0,600
Super built-up  Area,3 BHK,2.0,3.0,78.0,1496
Super built-up  Area,3 BHK,3.0,1.0,33.28,1305
Super built-up  Area,3 BHK,2.0,2.0,82.0,1550
Super built-up  Area,3 BHK,2.0,1.0,58.17,1200
Super built-up  Area,3 BHK,2.0,2.0,94.55,1494
Super built-up  Area,2 BHK,2.0,2.0,69.0,1286
Plot  Area,3 Bedroom,4.0,1.0,100.0,600
Super built-up  Area,3 BHK,3.0,2.0,95.0,1860
Built-up  Area,1 BHK,1.0,1.0,750.0,425
Super built-up  Area,2 BHK,2.0,2.0,45.0,1243
Super built-up  Area,2 BHK,2.0,2.0,75.0,1200
Super built-up  Area,2 BHK,2.0,2.0,32.0,1044
Super built-up  Area,2 BHK,2.0,1.0,41.59,1040
Super built-up  Area,2 BHK,2.0,2.0,36.94,1125
Super built-up  Area,3 BHK,3.0,1.0,662.0,3489
Super built-up  Area,3 BHK,2.0,2.0,59.0,1278
Super built-up  Area,6 BHK,6.0,,98.0,2400
Super built-up  Area,2 BHK,2.0,1.0,43.0,1250
Plot  Area,5 Bedroom,6.0,3.0,125.0,2400
Plot  Area,5 Bedroom,5.0,,560.0,4166
Super built-up  Area,2 BHK,2.0,2.0,75.0,1210
Super built-up  Area,4 BHK,3.0,2.0,110.0,1200
Super built-up  Area,3 BHK,2.0,1.0,57.84,1157
Super built-up  Area,2 BHK,2.0,1.0,51.15,1185
Super built-up  Area,3 BHK,3.0,3.0,100.0,1450
Super built-up  Area,3 BHK,3.0,2.0,121.0,1859
Super built-up  Area,2 BHK,3.0,2.0,262.0,1763
Super built-up  Area,2 BHK,1.0,1.0,25.0,900
Super built-up  Area,3 BHK,3.0,1.0,60.0,1305
Built-up  Area,3 BHK,2.0,2.0,100.0,1200
Super built-up  Area,1 BHK,1.0,0.0,35.285,763 - 805
Plot  Area,,,,400.0,5000
Super built-up  Area,2 BHK,2.0,0.0,36.8,1150
Built-up  Area,3 BHK,3.0,3.0,85.0,1806
Super built-up  Area,2 BHK,2.0,2.0,42.0,1027
Super built-up  Area,2 BHK,2.0,1.0,40.08,1002
Super built-up  Area,3 BHK,2.0,1.0,36.21,1220
Super built-up  Area,2 BHK,2.0,1.0,35.22,1109
Built-up  Area,2 BHK,2.0,1.0,40.08,1002
Super built-up  Area,2 BHK,2.0,1.0,89.04,1308
Super built-up  Area,2 BHK,2.0,1.0,69.6,1232
Super built-up  Area,2 BHK,2.0,2.0,44.0,1027
Built-up  Area,2 BHK,2.0,2.0,65.0,1250
Plot  Area,6 Bedroom,6.0,3.0,170.0,900
Plot  Area,4 Bedroom,4.0,2.0,80.0,960
Super built-up  Area,2 BHK,2.0,1.0,53.87,1255
Built-up  Area,3 BHK,3.0,3.0,84.0,1434
Built-up  Area,2 BHK,2.0,2.0,30.0,925
Super built-up  Area,3 BHK,3.0,1.0,123.0,1858
Built-up  Area,2 BHK,2.0,1.0,70.0,1205
Plot  Area,3 Bedroom,3.0,2.0,90.0,1500
Plot  Area,3 Bedroom,3.0,2.0,200.0,1200
Super built-up  Area,2 BHK,2.0,2.0,48.95,1020
Super built-up  Area,2 BHK,2.0,1.0,56.0,965
Plot  Area,5 Bedroom,6.0,3.0,270.0,1800
Plot  Area,6 Bedroom,4.0,2.0,90.0,1200
Super built-up  Area,2 BHK,2.0,2.0,82.89,1636
Super built-up  Area,3 BHK,3.0,1.0,125.0,1724
Super built-up  Area,2 BHK,2.0,1.0,67.0,1216
Super built-up  Area,1 BHK,1.0,1.0,36.25,654
Built-up  Area,4 Bedroom,7.0,2.0,80.0,2460
Super built-up  Area,2 BHK,2.0,2.0,41.0,1190
Plot  Area,7 Bedroom,5.0,2.0,180.0,1200
Super built-up  Area,3 BHK,3.0,2.0,92.0,1636
Super built-up  Area,2 BHK,2.0,2.0,73.0,1195
Super built-up  Area,3 BHK,3.0,3.0,251.0,2400
Super built-up  Area,2 BHK,2.0,1.0,67.0,1250
Super built-up  Area,3 BHK,3.0,,90.0,1452
Super built-up  Area,3 BHK,3.0,1.0,95.0,1546
Built-up  Area,4 Bedroom,6.0,0.0,142.0,3307 - 3464
Plot  Area,3 Bedroom,3.0,1.0,275.0,1440
Plot  Area,2 Bedroom,3.0,1.0,80.0,2260
Plot  Area,4 Bedroom,3.0,2.0,90.0,2700
Super built-up  Area,2 BHK,2.0,2.0,171.0,1475
Built-up  Area,4 BHK,3.0,2.0,150.0,3000
Built-up  Area,1 Bedroom,1.0,0.0,26.0,375
Super built-up  Area,2 BHK,2.0,1.0,66.0,1007
Plot  Area,1 Bedroom,1.0,0.0,125.0,1.26Acres
Super built-up  Area,4 BHK,6.0,,1900.0,5422
Super built-up  Area,2 BHK,2.0,3.0,47.0,1020
Super built-up  Area,2 BHK,2.0,0.0,150.0,1000
Plot  Area,2 Bedroom,3.0,1.0,59.5,800
Plot  Area,5 Bedroom,3.0,2.0,95.0,1200
Super built-up  Area,2 BHK,2.0,3.0,55.0,1125
Plot  Area,9 Bedroom,9.0,,140.0,1150
Built-up  Area,3 BHK,2.0,1.0,43.0,909
Built-up  Area,4 Bedroom,5.0,0.0,240.0,2850
Super built-up  Area,2 BHK,2.0,3.0,85.0,1400
Super built-up  Area,2 BHK,2.0,2.0,61.0,1152
Super built-up  Area,2 BHK,2.0,1.0,34.49,958
Super built-up  Area,2 BHK,2.0,2.0,55.0,1150
Super built-up  Area,3 BHK,5.0,1.0,173.0,2990
Super built-up  Area,2 BHK,2.0,2.0,85.0,1310
Super built-up  Area,3 BHK,2.0,2.0,126.0,1590
Super built-up  Area,3 BHK,3.0,2.0,110.0,1645
Built-up  Area,3 Bedroom,2.0,2.0,100.0,1800
Super built-up  Area,3 BHK,3.0,2.0,150.0,1795
Super built-up  Area,2 BHK,2.0,3.0,35.0,1100
Super built-up  Area,1 BHK,1.0,0.0,38.535,620 - 934
Super built-up  Area,2 BHK,2.0,2.0,70.0,925
Super built-up  Area,3 BHK,3.0,3.0,120.0,1542.14
Plot  Area,4 Bedroom,6.0,1.0,375.0,3746
Super built-up  Area,3 BHK,2.0,2.0,54.0,1430
Super built-up  Area,2 BHK,2.0,2.0,55.0,1020
Plot  Area,4 Bedroom,2.0,1.0,42.0,750
Super built-up  Area,2 BHK,2.0,1.0,32.92,1140
Built-up  Area,3 BHK,2.0,1.0,45.0,967
Super built-up  Area,4 BHK,4.0,2.0,203.0,2470
Built-up  Area,2 BHK,1.0,0.0,35.5,850
Super built-up  Area,2 BHK,2.0,2.0,32.0,1100
Super built-up  Area,3 BHK,3.0,2.0,110.0,1697
Super built-up  Area,2 BHK,2.0,2.0,47.0,1250
Super built-up  Area,2 BHK,2.0,2.0,50.0,1120
Plot  Area,4 Bedroom,4.0,0.0,95.0,1200
Plot  Area,5 Bedroom,6.0,3.0,375.0,5100
Plot  Area,4 Bedroom,3.0,2.0,480.0,2400
Super built-up  Area,2 BHK,2.0,1.0,52.0,1200
Super built-up  Area,2 BHK,2.0,1.0,44.0,1100
Super built-up  Area,3 BHK,2.0,2.0,76.0,1417
Built-up  Area,3 BHK,3.0,1.0,88.0,1492
Super built-up  Area,3 BHK,3.0,3.0,79.15,1498
Built-up  Area,4 BHK,2.0,1.0,350.0,3500
Super built-up  Area,2 BHK,2.0,1.0,48.27,1010
Super built-up  Area,2 BHK,2.0,2.0,53.5,1255
Super built-up  Area,2 BHK,2.0,1.0,35.0,1050
Super built-up  Area,3 BHK,3.0,2.0,125.0,1847
Super built-up  Area,2 BHK,2.0,2.0,55.0,1200
Super built-up  Area,2 BHK,2.0,2.0,37.28,982
Super built-up  Area,3 BHK,4.0,2.0,145.0,2144.6
Super built-up  Area,2 BHK,2.0,1.0,36.5,750
Super built-up  Area,2 BHK,2.0,2.0,35.0,919
Super built-up  Area,2 BHK,2.0,1.0,54.3,1087
Built-up  Area,3 BHK,3.0,2.0,74.0,1480
Built-up  Area,2 BHK,2.0,2.0,52.0,1180
Super built-up  Area,3 BHK,4.0,2.0,255.0,2100
Super built-up  Area,3 BHK,3.0,2.0,65.0,1221
Super built-up  Area,2 BHK,2.0,2.0,46.0,1194
Built-up  Area,3 BHK,3.0,2.0,122.0,2072
Built-up  Area,3 BHK,3.0,2.0,69.0,1600
Super built-up  Area,3 BHK,3.0,2.0,98.0,2200
Super built-up  Area,3 BHK,3.0,3.0,220.0,1640
Super built-up  Area,2 BHK,2.0,2.0,81.5,1253
Super built-up  Area,2 BHK,2.0,1.0,54.92,1061
Super built-up  Area,3 BHK,3.0,2.0,115.0,1950
Built-up  Area,2 BHK,2.0,2.0,68.0,1250
Super built-up  Area,3 BHK,2.0,3.0,80.0,1585
Super built-up  Area,3 BHK,3.0,3.0,60.98,1452
Super built-up  Area,2 BHK,2.0,2.0,37.0,1015
Super built-up  Area,4 BHK,6.0,0.0,118.0,2462 - 2467
Super built-up  Area,2 BHK,2.0,2.0,56.8,1125
Super built-up  Area,2 BHK,2.0,2.0,40.0,1116
Built-up  Area,1 Bedroom,1.0,0.0,35.0,400
Super built-up  Area,4 BHK,4.0,2.0,325.0,4000
Super built-up  Area,4 BHK,4.0,2.0,410.0,3900
Super built-up  Area,2 BHK,2.0,2.0,100.0,1300
Super built-up  Area,2 BHK,2.0,1.0,60.42,1419
Super built-up  Area,3 BHK,2.0,1.0,55.0,1310
Super built-up  Area,3 BHK,4.0,2.0,152.0,2072
Built-up  Area,2 BHK,2.0,1.0,58.58,1240
Built-up  Area,3 BHK,3.0,2.0,98.91,1565
Super built-up  Area,3 BHK,3.0,2.0,89.0,1820
Plot  Area,3 Bedroom,3.0,1.0,88.0,2500
Plot  Area,5 Bedroom,5.0,,310.0,3657
Super built-up  Area,2 BHK,2.0,1.0,62.0,1245
Super built-up  Area,3 BHK,3.0,1.0,65.0,1315
Super built-up  Area,3 BHK,2.0,2.0,73.0,1410
Super built-up  Area,2 BHK,2.0,1.0,60.0,1375
Super built-up  Area,2 BHK,2.0,2.0,95.0,1299
Super built-up  Area,2 BHK,2.0,3.0,45.5,993
Plot  Area,2 Bedroom,3.0,0.0,45.0,1200
Super built-up  Area,2 BHK,2.0,1.0,156.0,985
Built-up  Area,4 Bedroom,5.0,3.0,180.0,2400
Super built-up  Area,3 BHK,2.0,1.0,95.0,1255
Super built-up  Area,3 BHK,3.0,2.0,131.0,1655
Super built-up  Area,4 BHK,5.0,3.0,190.0,2830
Super built-up  Area,1 BHK,1.0,1.0,276.0,6000
Built-up  Area,2 BHK,1.0,1.0,15.0,550
Super built-up  Area,1 BHK,2.0,1.0,40.0,825
Super built-up  Area,3 BHK,3.0,1.0,111.0,1634
Plot  Area,8 Bedroom,6.0,3.0,105.0,1200
Super built-up  Area,2 BHK,2.0,2.0,80.0,1222
Super built-up  Area,3 BHK,3.0,2.0,63.0,1500
Super built-up  Area,3 BHK,4.0,2.0,100.0,1890
Built-up  Area,4 Bedroom,6.0,2.0,375.0,3750
Super built-up  Area,2 BHK,1.0,1.0,39.5,850
Super built-up  Area,2 BHK,2.0,3.0,78.5,1295
Super built-up  Area,2 BHK,2.0,1.0,100.0,1320
Built-up  Area,4 Bedroom,3.0,3.0,179.0,950
Plot  Area,4 Bedroom,4.0,2.0,225.0,1200
Built-up  Area,4 Bedroom,3.0,3.0,170.0,3000
Built-up  Area,2 BHK,2.0,1.0,82.0,1197
Super built-up  Area,3 BHK,2.0,3.0,60.0,1320
Plot  Area,5 Bedroom,5.0,2.0,98.5,1180
Super built-up  Area,1 BHK,1.0,1.0,57.6,840
Super built-up  Area,1 BHK,1.0,0.0,19.83,540 - 740
Super built-up  Area,3 BHK,3.0,1.0,71.38,1693
Super built-up  Area,2 BHK,2.0,1.0,62.0,1000
Built-up  Area,2 BHK,2.0,1.0,70.0,1305
Built-up  Area,1 BHK,1.0,1.0,18.0,450
Super built-up  Area,1 BHK,1.0,1.0,57.0,705
Super built-up  Area,4 BHK,6.0,2.0,75.0,750
Built-up  Area,5 Bedroom,5.0,2.0,150.0,4800
Built-up  Area,4 Bedroom,5.0,,600.0,5000
Plot  Area,4 Bedroom,4.0,3.0,425.0,5000
Built-up  Area,3 BHK,3.0,2.0,104.0,1991
Super built-up  Area,3 BHK,3.0,2.0,90.0,1779
Plot  Area,4 Bedroom,4.0,1.0,1250.0,10200
Super built-up  Area,2 BHK,2.0,2.0,38.0,870
